CustomerID,CustomerStatus,Country,Units,Spent,Order_Count
15264-UK,One time,United Kingdom,265,393.74,1
15265-UK,New,United Kingdom,612,1506.12,2
15266-UK,One time,United Kingdom,18,119.3,1
15267-UK,Regular,United Kingdom,944,1717.36,5
15269-UK,One time,United Kingdom,26,408.8,1
15270-UK,Return,United Kingdom,1521,2379.49,7
15271-UK,Regular,United Kingdom,1262,2507.07,15
15272-UK,New,United Kingdom,310,721.94,2
15274-UK,New,United Kingdom,619,716.57,2
15275-UK,One time,United Kingdom,498,615.14,1
15276-UK,One time,United Kingdom,64,135.31,1
15277-UK,One time,United Kingdom,205,255.9,1
15279-UK,One time,United Kingdom,189,290.51,1
15280-UK,One time,United Kingdom,154,113.12,1
15281-UK,Regular,United Kingdom,1211,2332.15,9
15286-UK,One time,United Kingdom,55,240.55,1
15287-UK,New,United Kingdom,433,486.69,2
15288-UK,Return,United Kingdom,775,2306.52,5
15289-UK,Return,United Kingdom,1008,939.78,3
15290-UK,Regular,United Kingdom,4501,7943.22,18
15291-UK,Regular,United Kingdom,2103,4668.3,15
15292-UK,One time,United Kingdom,56,180.94,1
15296-UK,Return,United Kingdom,1766,3672.86,6
15297-UK,Return,United Kingdom,292,641.94,3
15298-UK,Regular,United Kingdom,3116,4799.9,12
15299-UK,Return,United Kingdom,2948,4507.01,7
15300-UK,One time,United Kingdom,292,496.44,1
15301-UK,Regular,United Kingdom,2775,5070.35,12
15303-UK,One time,United Kingdom,248,574.02,1
15304-UK,Regular,United Kingdom,104,694.4,8
15306-UK,Return,United Kingdom,810,1174.35,3
15307-UK,One time,United Kingdom,37,205.3,1
15308-UK,One time,United Kingdom,175,310.47,1
15311-UK,Regular,United Kingdom,38194,60767.9,91
15312-UK,Return,United Kingdom,516,924.85,4
15313-UK,One time,United Kingdom,25,52,1
15314-UK,One time,United Kingdom,313,327.97,1
15315-UK,New,United Kingdom,862,570.5,2
15316-UK,One time,United Kingdom,100,165,1
15318-UK,One time,United Kingdom,642,312.62,1
15319-UK,One time,United Kingdom,175,204.5,1
15320-UK,One time,United Kingdom,326,267.13,1
15321-UK,Return,United Kingdom,1181,2748.31,3
15322-UK,One time,United Kingdom,416,679.68,1
15325-UK,One time,United Kingdom,232,162.29,1
15326-UK,One time,United Kingdom,386,311.71,1
15327-UK,One time,United Kingdom,116,208.75,1
15329-UK,Return,United Kingdom,486,1049.7,3
15330-UK,New,United Kingdom,1312,714.96,2
15332-LITH,Return,Lithuania,652,1661.06,4
15333-UK,One time,United Kingdom,344,1028.56,1
15334-UK,Return,United Kingdom,274,351.67,3
15335-UK,One time,United Kingdom,80,173.97,1
15339-UK,New,United Kingdom,416,574.07,2
15341-UK,One time,United Kingdom,812,2020.52,1
15342-UK,One time,United Kingdom,283,406.09,1
15343-UK,One time,United Kingdom,84,364.5,1
15344-UK,Return,United Kingdom,116,563.94,3
15345-UK,One time,United Kingdom,81,393.54,1
15346-UK,One time,United Kingdom,144,252.42,1
15347-UK,One time,United Kingdom,130,201.6,1
15348-UK,One time,United Kingdom,84,158.04,1
15349-UK,New,United Kingdom,327,473.81,2
15350-UK,One time,United Kingdom,51,115.65,1
15351-UK,Regular,United Kingdom,753,1960.11,7
15353-UK,New,United Kingdom,343,777.02,2
15355-UK,New,United Kingdom,45,277.05,2
15356-UK,Regular,United Kingdom,1673,2766.5,10
15358-UK,Regular,United Kingdom,7050,8347.2,22
15360-UK,One time,United Kingdom,223,427.93,1
15361-UK,One time,United Kingdom,336,418.92,1
15363-UK,One time,United Kingdom,144,326,1
15364-UK,New,United Kingdom,493,913.19,2
15365-UK,Return,United Kingdom,1084,2314.32,7
15366-UK,New,United Kingdom,621,602.51,2
15367-UK,Return,United Kingdom,1057,1877.59,4
15368-UK,One time,United Kingdom,230,446.94,1
15370-UK,Regular,United Kingdom,830,2386.05,7
15372-UK,One time,United Kingdom,2924,2007.4,1
15373-UK,Regular,United Kingdom,500,2415.91,12
15374-UK,One time,United Kingdom,126,168,1
15376-UK,Return,United Kingdom,619,1233.36,3
15379-UK,Regular,United Kingdom,2305,3703.29,7
15380-UK,Return,United Kingdom,376,1690.26,5
15381-UK,New,United Kingdom,171,596.85,2
15382-UK,Return,United Kingdom,4012,5955.71,6
15384-UK,New,United Kingdom,596,642.41,2
15385-UK,One time,United Kingdom,161,316.88,1
15386-UK,One time,United Kingdom,446,394.14,1
15388-CAN,One time,Canada,88,140.54,1
15389-UK,One time,United Kingdom,400,500,1
15392-UK,Return,United Kingdom,1277,1535.53,4
15393-UK,New,United Kingdom,150,231.86,2
15394-UK,Return,United Kingdom,910,2183.54,4
15395-UK,One time,United Kingdom,17,107.45,1
15396-UK,One time,United Kingdom,122,288.18,1
15397-UK,One time,United Kingdom,20,94,1
15398-UK,New,United Kingdom,769,1345.53,2
15399-UK,Return,United Kingdom,611,815.77,3
15400-UK,Return,United Kingdom,390,716.2,5
15402-UK,New,United Kingdom,694,626.77,2
15405-UK,One time,United Kingdom,193,349.1,1
15406-UK,New,United Kingdom,254,510.71,2
15407-UK,Return,United Kingdom,558,1056.44,4
15408-UK,One time,United Kingdom,106,267.18,1
15410-UK,Regular,United Kingdom,1200,3450.84,8
15411-UK,Return,United Kingdom,530,1358.88,4
15412-UK,One time,United Kingdom,108,190.53,1
15414-UK,Return,United Kingdom,443,774.9,3
15415-UK,One time,United Kingdom,575,572.81,1
15416-UK,Return,United Kingdom,2090,3984.32,4
15417-UK,One time,United Kingdom,284,508.8,1
15419-UK,One time,United Kingdom,230,135.86,1
15421-UK,Return,United Kingdom,500,950.36,4
15422-UK,New,United Kingdom,38,97.7,2
15423-UK,One time,United Kingdom,101,43.5,1
15424-UK,New,United Kingdom,554,383.34,2
15426-UK,Return,United Kingdom,674,1447.39,5
15427-UK,Return,United Kingdom,1013,1483.14,3
15428-UK,One time,United Kingdom,102,93.78,1
15429-UK,New,United Kingdom,380,397.35,2
15432-UK,One time,United Kingdom,65,171.19,1
15433-UK,New,United Kingdom,534,533.3,2
15434-UK,Return,United Kingdom,647,1041.48,5
15435-UK,One time,United Kingdom,54,149.29,1
15436-UK,Return,United Kingdom,613,1122.53,3
15437-UK,One time,United Kingdom,79,200.16,1
15438-UK,One time,United Kingdom,59,156.58,1
15440-UK,Return,United Kingdom,197,383.68,3
15442-UK,One time,United Kingdom,120,594,1
15443-UK,Regular,United Kingdom,1663,3236.91,7
15444-UK,New,United Kingdom,764,1418.26,2
15445-UK,One time,United Kingdom,58,113.5,1
15447-UK,One time,United Kingdom,85,155.17,1
15448-UK,One time,United Kingdom,232,494.64,1
15449-UK,Return,United Kingdom,812,974.52,3
15450-UK,One time,United Kingdom,376,429.84,1
15452-UK,Return,United Kingdom,283,538.73,3
15453-UK,Regular,United Kingdom,845,1388.37,7
15454-UK,One time,United Kingdom,86,179.1,1
15456-UK,Return,United Kingdom,660,447.22,3
15457-UK,One time,United Kingdom,132,237.07,1
15458-UK,One time,United Kingdom,156,161.64,1
15460-UK,One time,United Kingdom,109,216.76,1
15462-UK,Return,United Kingdom,172,234.6,3
15463-UK,One time,United Kingdom,106,126.14,1
15464-UK,One time,United Kingdom,350,1048.85,1
15465-UK,Regular,United Kingdom,1257,7354.62,18
15466-UK,One time,United Kingdom,246,334.53,1
15467-UK,Return,United Kingdom,310,524.88,3
15468-UK,New,United Kingdom,155,467.51,2
15469-UK,New,United Kingdom,153,538.55,2
15471-UK,One time,United Kingdom,266,469.48,1
15472-UK,One time,United Kingdom,251,371.56,1
15473-UK,Return,United Kingdom,672,1771.2,7
15475-UK,One time,United Kingdom,319,454.11,1
15478-UK,New,United Kingdom,585,1441.42,2
15480-MLTA,One time,Malta,303,905.5,1
15482-UK,Return,United Kingdom,5020,11054.96,12
15483-UK,Return,United Kingdom,295,233.81,4
15484-UK,Regular,United Kingdom,3152,3594.31,4
15485-UK,Return,United Kingdom,1306,2575,3
15488-UK,One time,United Kingdom,73,91.32,1
15489-UK,Return,United Kingdom,608,1134.28,3
15491-UK,Regular,United Kingdom,1646,3100.09,6
15492-UK,New,United Kingdom,483,659.46,2
15493-UK,Return,United Kingdom,560,2001.8,5
15494-UK,New,United Kingdom,1148,1299.23,2
15497-UK,New,United Kingdom,624,1262.2,2
15498-UK,Regular,United Kingdom,6105,13316.4,27
15500-UK,Return,United Kingdom,572,1131.56,4
15502-UK,Regular,United Kingdom,4236,10384.93,12
15503-UK,One time,United Kingdom,74,147.09,1
15504-UK,One time,United Kingdom,33,52.83,1
15505-UK,Regular,United Kingdom,2390,3610.96,5
15506-UK,Return,United Kingdom,848,979.26,3
15507-UK,One time,United Kingdom,162,492.36,1
15508-UK,Regular,United Kingdom,440,1000.27,6
15510-UK,One time,United Kingdom,2,250,1
15511-UK,Regular,United Kingdom,271,909.23,5
15512-UK,New,United Kingdom,68,121,2
15513-UK,Regular,United Kingdom,5709,14758.22,19
15514-UK,Return,United Kingdom,2160,4139.46,11
15516-UK,Return,United Kingdom,27,62.43,3
15517-UK,One time,United Kingdom,293,267.03,1
15518-UK,Return,United Kingdom,1273,1942.45,8
15520-UK,One time,United Kingdom,314,343.5,1
15521-UK,Regular,United Kingdom,1836,3000.2,8
15522-UK,New,United Kingdom,573,398.84,2
15523-UK,One time,United Kingdom,132,412.01,1
15524-UK,One time,United Kingdom,4,440,1
15525-UK,Return,United Kingdom,416,825.92,3
15526-UK,New,United Kingdom,24,148.44,2
15527-UK,Regular,United Kingdom,992,2429.78,8
15528-UK,One time,United Kingdom,123,229.33,1
15529-UK,Regular,United Kingdom,3496,3995.23,11
15530-UK,Return,United Kingdom,950,1502.35,4
15531-UK,New,United Kingdom,1105,2007.44,2
15532-UK,Return,United Kingdom,521,1580.93,4
15533-UK,Return,United Kingdom,289,807.57,3
15535-UK,Return,United Kingdom,143,536.4,4
15537-UK,One time,United Kingdom,29,110.92,1
15539-UK,One time,United Kingdom,410,538.46,1
15540-UK,One time,United Kingdom,200,213.3,1
15541-UK,One time,United Kingdom,49,85.13,1
15543-UK,One time,United Kingdom,86,127.86,1
15544-UK,Regular,United Kingdom,3109,3546.71,9
15545-UK,New,United Kingdom,163,292.72,2
15547-UK,Regular,United Kingdom,4032,4954.84,14
15549-UK,Return,United Kingdom,698,1693.26,3
15550-UK,Return,United Kingdom,295,575.63,4
15551-UK,One time,United Kingdom,218,436.06,1
15552-UK,One time,United Kingdom,60,90.12,1
15553-UK,One time,United Kingdom,451,437.23,1
15554-UK,One time,United Kingdom,74,217.2,1
15555-UK,Regular,United Kingdom,4439,4805.17,16
15556-UK,One time,United Kingdom,236,279.77,1
15557-UK,One time,United Kingdom,219,473.65,1
15561-UK,Return,United Kingdom,267,800.59,4
15562-UK,One time,United Kingdom,39,134.55,1
15563-UK,Return,United Kingdom,1501,1400.44,4
15565-UK,New,United Kingdom,60,173.16,2
15567-UK,One time,United Kingdom,223,186.01,1
15568-UK,Return,United Kingdom,461,758.29,3
15569-UK,Return,United Kingdom,666,1375.71,5
15570-UK,Regular,United Kingdom,2067,4165.52,12
15571-UK,Return,United Kingdom,264,650.43,4
15572-UK,Regular,United Kingdom,1229,2552.86,7
15573-UK,New,United Kingdom,363,607.45,2
15574-UK,Return,United Kingdom,349,702.25,4
15576-UK,One time,United Kingdom,404,940.67,1
15577-UK,Return,United Kingdom,89,258.88,3
15578-UK,One time,United Kingdom,52,127.1,1
15579-UK,New,United Kingdom,120,348.6,2
15581-UK,Regular,United Kingdom,287,3679.97,13
15582-UK,Return,United Kingdom,453,682.91,3
15584-UK,Regular,United Kingdom,314,725.11,4
15585-UK,One time,United Kingdom,320,455.3,1
15587-UK,Return,United Kingdom,312,913.68,4
15589-UK,Return,United Kingdom,243,478.53,3
15592-UK,One time,United Kingdom,354,388.58,1
15593-UK,One time,United Kingdom,60,199.8,1
15594-UK,Return,United Kingdom,983,1771.78,5
15596-UK,Return,United Kingdom,561,1406.59,5
15597-UK,One time,United Kingdom,279,324.57,1
15598-UK,One time,United Kingdom,160,240.68,1
15599-UK,New,United Kingdom,718,761.74,2
15601-UK,Regular,United Kingdom,4983,6776.56,14
15602-UK,Regular,United Kingdom,1141,1297.87,9
15603-UK,One time,United Kingdom,96,48.48,1
15604-UK,One time,United Kingdom,159,216.39,1
15605-UK,Return,United Kingdom,441,1198.23,5
15606-UK,Regular,United Kingdom,892,2920.16,9
15607-UK,One time,United Kingdom,202,104.76,1
15608-UK,Return,United Kingdom,714,1093.68,4
15609-UK,One time,United Kingdom,148,298.48,1
15610-UK,One time,United Kingdom,66,112.46,1
15611-UK,Regular,United Kingdom,504,1591.45,13
15612-UK,New,United Kingdom,52,195.15,2
15615-UK,Regular,United Kingdom,5508,10399.74,23
15618-UK,Return,United Kingdom,454,776.85,4
15619-UK,One time,United Kingdom,136,336.4,1
15620-UK,Return,United Kingdom,915,1553.18,3
15621-UK,Return,United Kingdom,501,1293.03,4
15622-UK,Regular,United Kingdom,1674,3709.56,9
15623-UK,One time,United Kingdom,125,301.03,1
15624-UK,Return,United Kingdom,357,588.13,4
15625-UK,Return,United Kingdom,1188,1534.26,4
15626-UK,New,United Kingdom,766,675.8,2
15628-UK,Regular,United Kingdom,1894,2870.24,9
15630-UK,New,United Kingdom,800,1186.35,2
15632-UK,Regular,United Kingdom,2109,3285.31,8
15634-UK,One time,United Kingdom,99,243.55,1
15636-UK,New,United Kingdom,284,724.76,2
15637-UK,One time,United Kingdom,128,223.36,1
15639-UK,One time,United Kingdom,323,425.32,1
15640-UK,Regular,United Kingdom,6607,12515.66,15
15641-UK,Return,United Kingdom,1562,1887.2,4
15643-UK,Return,United Kingdom,246,664,3
15644-UK,Return,United Kingdom,557,813,4
15645-UK,One time,United Kingdom,256,612.01,1
15646-UK,Return,United Kingdom,394,447.64,3
15648-UK,New,United Kingdom,221,657.35,2
15649-UK,New,United Kingdom,192,816,2
15651-UK,Return,United Kingdom,479,646.3,3
15652-UK,One time,United Kingdom,208,337.74,1
15653-UK,New,United Kingdom,1200,877.44,2
15654-UK,New,United Kingdom,475,922.53,2
15655-UK,One time,United Kingdom,324,560.67,1
15656-UK,Return,United Kingdom,343,748.5,4
15657-UK,One time,United Kingdom,24,30,1
15658-UK,Regular,United Kingdom,242,1024.1,5
15659-UK,One time,United Kingdom,111,306.45,1
15660-UK,Return,United Kingdom,1050,1600.86,9
15661-UK,New,United Kingdom,236,309.8,2
15663-UK,One time,United Kingdom,106,138.14,1
15664-UK,One time,United Kingdom,157,386.43,1
15665-UK,New,United Kingdom,1666,2242.01,2
15667-UK,One time,United Kingdom,240,301.32,1
15668-UK,One time,United Kingdom,72,76.32,1
15669-UK,Return,United Kingdom,342,684.34,4
15670-UK,One time,United Kingdom,91,173.05,1
15671-UK,Regular,United Kingdom,1699,2657.13,7
15673-UK,Return,United Kingdom,1514,2881.02,4
15674-UK,Regular,United Kingdom,1275,2446.6,5
15675-UK,Return,United Kingdom,527,323.69,3
15676-UK,Return,United Kingdom,2252,3435.76,3
15677-UK,One time,United Kingdom,319,657.23,1
15678-UK,One time,United Kingdom,184,352.7,1
15679-UK,Return,United Kingdom,1170,781.28,4
15680-UK,Return,United Kingdom,952,1333.68,3
15681-UK,Return,United Kingdom,816,1426.16,5
15683-UK,One time,United Kingdom,131,193.75,1
15687-UK,Regular,United Kingdom,1310,2993.1,9
15689-UK,New,United Kingdom,84,254.1,2
15690-UK,New,United Kingdom,408,239.76,2
15691-UK,One time,United Kingdom,72,136.8,1
15692-UK,One time,United Kingdom,138,191.04,1
15694-UK,Regular,United Kingdom,1677,6479.4,14
15695-UK,New,United Kingdom,212,409.98,2
15696-UK,Return,United Kingdom,1028,2736.46,8
15699-UK,One time,United Kingdom,113,309.65,1
15700-UK,New,United Kingdom,357,696.68,2
15701-UK,Regular,United Kingdom,923,1542.14,4
15703-UK,One time,United Kingdom,66,211.5,1
15704-UK,Regular,United Kingdom,1028,2293.62,4
15705-UK,One time,United Kingdom,62,143.1,1
15706-UK,Regular,United Kingdom,321,1060.56,4
15707-UK,Regular,United Kingdom,605,945.58,4
15708-UK,Regular,United Kingdom,1267,3364.24,7
15709-UK,One time,United Kingdom,121,133.25,1
15712-UK,Return,United Kingdom,486,1072.36,5
15713-UK,New,United Kingdom,150,356.7,2
15714-UK,New,United Kingdom,187,330.88,2
15716-UK,Return,United Kingdom,744,1118.81,4
15717-UK,One time,United Kingdom,70,150.3,1
15719-UK,Regular,United Kingdom,2725,5045.61,13
15720-UK,One time,United Kingdom,281,598.73,1
15721-UK,One time,United Kingdom,409,507.08,1
15722-UK,Return,United Kingdom,1026,2222.56,5
15723-UK,One time,United Kingdom,87,203.1,1
15724-UK,New,United Kingdom,73,218.25,2
15725-UK,One time,United Kingdom,221,415.25,1
15727-UK,Regular,United Kingdom,3065,5178.96,7
15729-UK,One time,United Kingdom,28,85,1
15730-UK,Return,United Kingdom,689,1120.88,3
15732-UK,New,United Kingdom,215,294.12,2
15733-UK,One time,United Kingdom,62,162.3,1
15734-UK,New,United Kingdom,346,1339.45,2
15737-UK,Return,United Kingdom,599,1205.12,8
15738-UK,Regular,United Kingdom,2982,4812.42,16
15739-UK,One time,United Kingdom,472,449.12,1
15740-UK,One time,United Kingdom,152,154.88,1
15743-UK,Return,United Kingdom,216,784.46,4
15744-UK,One time,United Kingdom,120,34.8,1
15745-UK,Return,United Kingdom,421,1094.59,4
15746-UK,One time,United Kingdom,178,196.88,1
15747-UK,Return,United Kingdom,480,974.04,3
15748-UK,One time,United Kingdom,51,149.31,1
15749-UK,Return,United Kingdom,18028,44534.3,3
15750-UK,Return,United Kingdom,1786,2465.48,8
15752-UK,Regular,United Kingdom,1978,2637.38,7
15753-UK,One time,United Kingdom,144,79.2,1
15754-UK,Return,United Kingdom,199,458.57,3
15755-UK,Return,United Kingdom,1427,2364.25,6
15756-UK,Return,United Kingdom,242,532.96,4
15757-UK,New,United Kingdom,491,714.42,2
15758-UK,One time,United Kingdom,47,205.25,1
15759-UK,Return,United Kingdom,60,253.04,3
15762-UK,New,United Kingdom,251,583.75,2
15763-UK,New,United Kingdom,271,1086.92,2
15764-UK,Return,United Kingdom,2050,3279.97,6
15766-UK,One time,United Kingdom,170,315.06,1
15768-UK,Return,United Kingdom,244,621.83,3
15769-UK,Regular,United Kingdom,29672,56252.72,26
15773-UK,One time,United Kingdom,311,635.68,1
15774-UK,One time,United Kingdom,87,270.8,1
15775-UK,One time,United Kingdom,68,104.9,1
15776-UK,One time,United Kingdom,138,241.62,1
15777-UK,Return,United Kingdom,378,1047.11,4
15780-UK,Return,United Kingdom,220,475.28,3
15781-UK,Return,United Kingdom,180,345.46,3
15782-UK,Regular,United Kingdom,864,2614.74,3
15783-UK,One time,United Kingdom,212,246.3,1
15785-UK,Return,United Kingdom,1612,2328.97,5
15786-UK,Return,United Kingdom,3364,4932.2,3
15787-UK,Return,United Kingdom,540,948.05,3
15789-UK,One time,United Kingdom,438,351.3,1
15790-UK,One time,United Kingdom,114,220.85,1
15791-UK,New,United Kingdom,731,1612.69,2
15793-UK,Return,United Kingdom,553,965.61,3
15795-UK,One time,United Kingdom,581,610.01,1
15796-UK,Regular,United Kingdom,861,2711.56,8
15797-UK,Return,United Kingdom,873,2207.4,4
15799-UK,Return,United Kingdom,955,884.14,3
15800-UK,New,United Kingdom,335,699.08,2
15801-UK,Return,United Kingdom,570,1063.95,3
15802-UK,One time,United Kingdom,1,451.42,1
15803-UK,One time,United Kingdom,290,415.82,1
15804-UK,Regular,United Kingdom,2567,4206.39,13
15805-UK,Regular,United Kingdom,3387,5528.48,17
15806-UK,Return,United Kingdom,602,784.58,3
15807-UK,Return,United Kingdom,430,903.9,3
15808-UK,Regular,United Kingdom,1343,3734.97,4
15809-UK,Regular,United Kingdom,301,515.77,5
15810-UK,Return,United Kingdom,861,1391.98,4
15811-UK,Return,United Kingdom,1071,2218.62,6
15812-UK,Regular,United Kingdom,922,1801.14,5
15813-UK,New,United Kingdom,603,1303.91,2
15814-UK,Return,United Kingdom,1271,1945.33,4
15815-UK,Regular,United Kingdom,1856,2100.6,5
15819-UK,Return,United Kingdom,1357,1905.45,4
15820-UK,One time,United Kingdom,128,206.98,1
15821-UK,New,United Kingdom,202,570.96,2
15822-UK,New,United Kingdom,375,885.47,2
15823-UK,One time,United Kingdom,1,15,1
15825-UK,One time,United Kingdom,220,532.94,1
15826-UK,Return,United Kingdom,963,1654.31,3
15827-UK,Regular,United Kingdom,882,1836.09,14
15829-UK,New,United Kingdom,996,636.14,2
15830-UK,One time,United Kingdom,415,576,1
15831-UK,Return,United Kingdom,1105,801.76,3
15832-UK,One time,United Kingdom,465,836.79,1
15834-UK,Return,United Kingdom,965,2233.75,4
15835-UK,Return,United Kingdom,439,954.09,4
15836-UK,One time,United Kingdom,26,137.37,1
15837-UK,One time,United Kingdom,189,391.98,1
15838-UK,Regular,United Kingdom,18368,33643.08,19
15839-UK,Return,United Kingdom,675,1048.49,3
15840-UK,New,United Kingdom,396,355.56,2
15841-UK,Return,United Kingdom,942,1224.06,4
15843-UK,One time,United Kingdom,27,118.95,1
15844-UK,One time,United Kingdom,134,130.74,1
15845-UK,Regular,United Kingdom,1926,3711.77,8
15847-UK,New,United Kingdom,449,389.27,2
15850-UK,New,United Kingdom,302,238.85,2
15852-UK,New,United Kingdom,48,160.71,2
15853-UK,One time,United Kingdom,135,110.8,1
15854-UK,Regular,United Kingdom,939,2974.65,12
15855-UK,Regular,United Kingdom,470,712.24,5
15856-UK,Regular,United Kingdom,11005,16387.57,27
15857-UK,One time,United Kingdom,308,297,1
15858-UK,Regular,United Kingdom,1167,1438.85,5
15860-UK,Regular,United Kingdom,440,977.21,8
15861-UK,Return,United Kingdom,2544,3165.36,8
15862-UK,Return,United Kingdom,585,832.88,4
15863-UK,New,United Kingdom,19,68.84,2
15864-UK,Regular,United Kingdom,1192,1936.32,6
15865-UK,Return,United Kingdom,368,895.13,3
15866-UK,One time,United Kingdom,126,230.53,1
15867-UK,Regular,United Kingdom,2054,3812.64,15
15869-UK,New,United Kingdom,175,149.64,2
15870-UK,One time,United Kingdom,335,354.09,1
15872-UK,New,United Kingdom,212,360.93,2
15874-UK,Regular,United Kingdom,2534,4405.88,7
15877-UK,New,United Kingdom,371,493.28,2
15880-UK,One time,United Kingdom,211,343.28,1
15881-UK,Return,United Kingdom,260,501.39,5
15882-UK,Return,United Kingdom,276,516.36,4
15883-UK,New,United Kingdom,223,396.48,2
15885-UK,Return,United Kingdom,111,379.35,3
15886-UK,One time,United Kingdom,147,181.09,1
15888-UK,One time,United Kingdom,76,168.31,1
15889-UK,New,United Kingdom,215,446.87,2
15891-UK,One time,United Kingdom,442,524.52,1
15894-UK,New,United Kingdom,168,263.55,2
15895-UK,One time,United Kingdom,94,179.17,1
15897-UK,New,United Kingdom,261,222.05,2
15898-UK,Return,United Kingdom,570,1388.88,5
15899-UK,One time,United Kingdom,39,56.25,1
15900-UK,One time,United Kingdom,221,351.11,1
15901-UK,Return,United Kingdom,384,363.88,3
15903-UK,Return,United Kingdom,2410,5126.76,7
15904-UK,One time,United Kingdom,84,164.68,1
15906-UK,Return,United Kingdom,544,1567.69,7
15907-UK,Return,United Kingdom,509,967.45,3
15909-UK,One time,United Kingdom,98,191.94,1
15910-UK,Regular,United Kingdom,1015,1232.18,8
15912-UK,New,United Kingdom,185,264.62,2
15916-UK,Return,United Kingdom,757,1528.09,8
15917-UK,One time,United Kingdom,42,123.1,1
15918-UK,New,United Kingdom,153,334.23,2
15919-UK,New,United Kingdom,545,639.89,2
15920-UK,Return,United Kingdom,99,167.5,4
15921-UK,One time,United Kingdom,166,336.03,1
15922-UK,One time,United Kingdom,138,369.5,1
15923-UK,One time,United Kingdom,122,127.08,1
15925-UK,One time,United Kingdom,93,207.15,1
15930-UK,One time,United Kingdom,139,426.63,1
15932-UK,Regular,United Kingdom,2325,2495.87,8
15933-UK,Return,United Kingdom,885,1107.46,3
15935-UK,New,United Kingdom,115,416.86,2
15937-UK,One time,United Kingdom,73,145.35,1
15938-UK,Regular,United Kingdom,240,404.58,5
15939-UK,Regular,United Kingdom,4728,6115.01,15
15940-UK,One time,United Kingdom,4,35.8,1
15942-UK,One time,United Kingdom,232,337.44,1
15944-UK,One time,United Kingdom,50,325.1,1
15945-UK,One time,United Kingdom,52,181,1
15947-UK,One time,United Kingdom,898,1708.24,1
15948-UK,New,United Kingdom,567,955.24,2
15949-UK,New,United Kingdom,284,364.72,2
15950-UK,Return,United Kingdom,729,1765.51,4
15951-UK,New,United Kingdom,313,708.22,2
15952-UK,Return,United Kingdom,399,806.57,4
15953-UK,Regular,United Kingdom,892,1659.38,8
15955-UK,Regular,United Kingdom,2135,4416.26,14
15957-UK,One time,United Kingdom,211,428.89,1
15958-UK,One time,United Kingdom,33,104.35,1
15963-UK,New,United Kingdom,298,470.76,2
15965-UK,Return,United Kingdom,453,845.64,4
15967-UK,New,United Kingdom,211,418.83,2
15969-UK,Return,United Kingdom,124,666.1,3
15970-UK,One time,United Kingdom,116,314.1,1
15971-UK,Regular,United Kingdom,1717,4199.85,12
15973-UK,One time,United Kingdom,106,307.82,1
15974-UK,Regular,United Kingdom,2262,3442.15,7
15975-UK,One time,United Kingdom,243,371.01,1
15976-UK,New,United Kingdom,277,430.94,2
15977-UK,New,United Kingdom,1016,1054.73,2
15978-UK,One time,United Kingdom,888,1098.78,1
15980-UK,Return,United Kingdom,1560,2398.86,3
15981-UK,Regular,United Kingdom,1866,3408.48,8
15983-UK,Return,United Kingdom,892,1475.02,4
15984-UK,Regular,United Kingdom,1843,2837.67,10
15985-UK,New,United Kingdom,1086,1142.42,2
15986-UK,One time,United Kingdom,268,168.12,1
15987-UK,Return,United Kingdom,1556,1451.28,7
15988-UK,One time,United Kingdom,181,158.03,1
15990-UK,New,United Kingdom,443,792.11,2
15992-UK,One time,United Kingdom,17,41.99,1
15993-UK,Regular,United Kingdom,2051,2797.57,7
15994-UK,One time,United Kingdom,177,427.07,1
15996-UK,Regular,United Kingdom,384,1060.68,6
15998-UK,Return,United Kingdom,2041,3089.97,5
16000-UK,Return,United Kingdom,5110,12393.7,3
16003-UK,Return,United Kingdom,1185,2735.37,5
16005-UK,Return,United Kingdom,300,615.39,4
16006-UK,One time,United Kingdom,84,101.4,1
16007-UK,Return,United Kingdom,1393,1701.94,4
16008-UK,Return,United Kingdom,323,478.78,3
16009-UK,Return,United Kingdom,378,992.71,4
16010-UK,Return,United Kingdom,210,407.5,3
16011-UK,Regular,United Kingdom,2042,3362.71,16
16012-UK,Return,United Kingdom,799,1415.29,3
16013-UK,Regular,United Kingdom,15536,37130.6,47
16014-UK,Return,United Kingdom,265,662.38,3
16015-UK,Regular,United Kingdom,909,705.39,3
16016-UK,Regular,United Kingdom,620,1508.76,8
16017-UK,One time,United Kingdom,102,211.88,1
16018-UK,New,United Kingdom,190,408.9,2
16019-UK,Regular,United Kingdom,1733,3786.24,9
16020-UK,Return,United Kingdom,487,851.01,3
16022-UK,One time,United Kingdom,261,628.28,1
16023-UK,Return,United Kingdom,358,719.81,3
16024-UK,One time,United Kingdom,398,251.24,1
16025-UK,One time,United Kingdom,338,439.66,1
16026-UK,One time,United Kingdom,243,236.09,1
16027-UK,Regular,United Kingdom,1147,934.62,6
16029-UK,Regular,United Kingdom,40208,81024.84,63
16030-UK,One time,United Kingdom,283,331.24,1
16031-UK,New,United Kingdom,423,548.94,2
16033-UK,Regular,United Kingdom,3539,8816.4,20
16034-UK,Return,United Kingdom,242,437.7,3
16036-UK,New,United Kingdom,716,758.92,2
16037-UK,Return,United Kingdom,428,855.02,3
16038-UK,Return,United Kingdom,244,471.78,3
16040-UK,Return,United Kingdom,684,1313.55,3
16041-UK,Return,United Kingdom,1584,3166.4,3
16042-UK,Return,United Kingdom,755,1197.27,5
